    25 	0.444000 	0.207000 	0.170000 	0.000000 	0.179000
    26 	0.457000 	0.193000 	0.170000 	0.000000 	0.180000
    27 	0.429000 	0.207000 	0.186000 	0.000000 	0.178000
    28 	0.418000 	0.186000 	0.202000 	0.000000 	0.194000
    29 	0.405000 	0.204000 	0.192000 	0.000000 	0.199000
    30 	0.417000 	0.202000 	0.174000 	0.000000 	0.207000
    31 	0.429000 	0.192000 	0.184000 	0.000000 	0.195000
    32 	0.409000 	0.202000 	0.190000 	0.000000 	0.199000
    33 	0.431000 	0.217000 	0.160000 	0.000000 	0.192000
    34 	0.417000 	0.191000 	0.184000 	0.000000 	0.208000
    35 	0.431000 	0.212000 	0.176000 	0.000000 	0.181000
    36 	0.426000 	0.199000 	0.189000 	0.000000 	0.186000
    37 	0.435000 	0.214000 	0.184000 	0.000000 	0.167000
    38 	0.444000 	0.190000 	0.177000 	0.000000 	0.189000
    39 	0.420000 	0.191000 	0.195000 	0.000000 	0.194000
    40 	0.415000 	0.192000 	0.195000 	0.000000 	0.198000
    41 	0.429000 	0.198000 	0.188000 	0.000000 	0.185000
    42 	0.413000 	0.211000 	0.188000 	0.000000 	0.188000
    43 	0.428000 	0.200000 	0.182000 	0.000000 	0.190000
    44 	0.418000 	0.202000 	0.188000 	0.000000 	0.192000
    45 	0.438000 	0.200000 	0.174000 	0.000000 	0.188000
    46 	0.423000 	0.205000 	0.177000 	0.000000 	0.195000
    47 	0.416000 	0.215000 	0.174000 	0.000000 	0.195000
    48 	0.417000 	0.209000 	0.167000 	0.000000 	0.207000
    49 	0.407000 	0.204000 	0.191000 	0.000000 	0.198000
    50 	0.430000 	0.216000 	0.172000 	0.000000 	0.182000
    51 	0.440000 	0.191000 	0.183000 	0.000000 	0.186000
    52 	0.448000 	0.184000 	0.179000 	0.000000 	0.189000
    53 	0.453000 	0.196000 	0.158000 	0.000000 	0.193000
    54 	0.450000 	0.197000 	0.163000 	0.000000 	0.190000
    55 	0.425000 	0.224000 	0.163000 	0.000000 	0.188000
    56 	0.431000 	0.196000 	0.184000 	0.000000 	0.189000
    57 	0.423000 	0.175000 	0.200000 	0.000000 	0.202000
    58 	0.437000 	0.186000 	0.189000 	0.000000 	0.188000
    59 	0.407000 	0.222000 	0.202000 	0.000000 	0.169000
    60 	0.407000 	0.207000 	0.205000 	0.000000 	0.181000
    61 	0.417000 	0.210000 	0.199000 	0.000000 	0.174000
    62 	0.438000 	0.200000 	0.177000 	0.000000 	0.185000
    63 	0.427000 	0.217000 	0.187000 	0.000000 	0.169000
    64 	0.429000 	0.220000 	0.175000 	0.000000 	0.176000
    65 	0.436000 	0.203000 	0.180000 	0.000000 	0.181000
    66 	0.424000 	0.197000 	0.193000 	0.000000 	0.186000
    67 	0.449000 	0.200000 	0.167000 	0.000000 	0.184000
    68 	0.426000 	0.204000 	0.192000 	0.000000 	0.178000
    69 	0.431000 	0.210000 	0.173000 	0.000000 	0.186000
    70 	0.431000 	0.201000 	0.172000 	0.000000 	0.196000
    71 	0.405000 	0.202000 	0.182000 	0.000000 	0.211000
    72 	0.409000 	0.197000 	0.188000 	0.000000 	0.206000
    73 	0.434000 	0.193000 	0.180000 	0.000000 	0.193000
    74 	0.433000 	0.183000 	0.189000 	0.000000 	0.195000
    75 	0.435000 	0.189000 	0.181000 	0.000000 	0.195000
    76 	0.421000 	0.208000 	0.193000 	0.000000 	0.178000
    77 	0.420000 	0.201000 	0.188000 	0.000000 	0.191000
    78 	0.426000 	0.215000 	0.196000 	0.000000 	0.163000
    79 	0.418000 	0.198000 	0.206000 	0.000000 	0.178000
    80 	0.439000 	0.199000 	0.174000 	0.000000 	0.188000
    81 	0.433000 	0.196000 	0.179000 	0.000000 	0.192000
    82 	0.436000 	0.188000 	0.182000 	0.000000 	0.194000
    83 	0.433000 	0.200000 	0.182000 	0.000000 	0.185000
    84 	0.431000 	0.207000 	0.190000 	0.000000 	0.172000
    85 	0.421000 	0.201000 	0.183000 	0.000000 	0.195000
    86 	0.427000 	0.193000 	0.191000 	0.000000 	0.189000
    87 	0.439000 	0.196000 	0.175000 	0.000000 	0.190000
    88 	0.425000 	0.208000 	0.182000 	0.000000 	0.185000
    89 	0.436000 	0.190000 	0.189000 	0.000000 	0.185000
    90 	0.427000 	0.198000 	0.179000 	0.000000 	0.196000
    91 	0.426000 	0.202000 	0.181000 	0.000000 	0.191000
    92 	0.419000 	0.212000 	0.174000 	0.000000 	0.195000
    93 	0.416000 	0.199000 	0.187000 	0.000000 	0.198000
    94 	0.398000 	0.213000 	0.204000 	0.000000 	0.185000
    95 	0.426000 	0.196000 	0.193000 	0.000000 	0.185000
    96 	0.417000 	0.194000 	0.183000 	0.000000 	0.206000
    97 	0.413000 	0.197000 	0.183000 	0.000000 	0.207000
    98 	0.428000 	0.194000 	0.175000 	0.000000 	0.203000
    99 	0.413000 	0.188000 	0.191000 	0.000000 	0.208000
   100 	0.431000 	0.220000 	0.177000 	0.000000 	0.172000
   101 	0.443000 	0.202000 	0.179000 	0.000000 	0.176000
   102 	0.425000 	0.184000 	0.205000 	0.000000 	0.186000
   103 	0.434000 	0.199000 	0.180000 	0.000000 	0.187000
   104 	0.417000 	0.186000 	0.192000 	0.000000 	0.205000
   105 	0.417000 	0.205000 	0.173000 	0.000000 	0.205000
   106 	0.428000 	0.193000 	0.187000 	0.000000 	0.192000
   107 	0.435000 	0.180000 	0.193000 	0.000000 	0.192000
   108 	0.463000 	0.185000 	0.161000 	0.000000 	0.191000
   109 	0.428000 	0.223000 	0.177000 	0.000000 	0.172000
   110 	0.435000 	0.192000 	0.192000 	0.000000 	0.181000
   111 	0.424000 	0.192000 	0.192000 	0.000000 	0.192000
   112 	0.428000 	0.194000 	0.186000 	0.000000 	0.192000
   113 	0.417000 	0.194000 	0.176000 	0.000000 	0.213000
   114 	0.407000 	0.205000 	0.192000 	0.000000 	0.196000
   115 	0.449000 	0.180000 	0.185000 	0.000000 	0.186000
   116 	0.429000 	0.213000 	0.175000 	0.000000 	0.183000
   117 	0.426000 	0.222000 	0.177000 	0.000000 	0.175000
   118 	0.410000 	0.206000 	0.184000 	0.000000 	0.200000
   119 	0.402000 	0.194000 	0.193000 	0.000000 	0.211000
   120 	0.425000 	0.196000 	0.188000 	0.000000 	0.191000
   121 	0.425000 	0.230000 	0.181000 	0.000000 	0.164000
   122 	0.434000 	0.203000 	0.190000 	0.000000 	0.173000
   123 	0.446000 	0.190000 	0.185000 	0.000000 	0.179000
   124 	0.431000 	0.208000 	0.183000 	0.000000 	0.178000
