0.000000 	0.000000 	0.990000 	0.000000 	0.000000 	0.142000 	0.000000 	0.607000 	0.000000 	0.251000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.020408 	0.000000 	0.136000 	0.000000 	0.161730 	0.007943 	0.702270 	0.007943 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.040816 	0.000000 	0.113000 	0.000000 	0.104600 	0.003672 	0.782400 	0.003672 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.061224 	0.000000 	0.136000 	0.000000 	0.075460 	0.001626 	0.788540 	0.001626 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.081633 	0.000000 	0.142000 	0.000000 	0.058530 	0.000600 	0.799470 	0.000600 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.102041 	0.000000 	0.137000 	0.000000 	0.058760 	0.000400 	0.804240 	0.000400 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.122449 	0.000000 	0.147000 	0.000000 	0.069950 	0.000277 	0.783050 	0.000277 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.142857 	0.000000 	0.123000 	0.000000 	0.072510 	0.000128 	0.804490 	0.000128 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.163265 	0.000000 	0.144000 	0.000000 	0.060020 	0.000014 	0.795980 	0.000014 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.183673 	0.000000 	0.129000 	0.000000 	0.077020 	0.000014 	0.793980 	0.000014 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.204082 	0.000000 	0.132000 	0.000000 	0.078000 	0.000000 	0.790000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.224490 	0.000000 	0.137000 	0.000000 	0.065030 	0.000017 	0.797970 	0.000017 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.244898 	0.000000 	0.134000 	0.000000 	0.072000 	0.000000 	0.794000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.265306 	0.000000 	0.128000 	0.000000 	0.074000 	0.000000 	0.798000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.285714 	0.000000 	0.140000 	0.000000 	0.063000 	0.000000 	0.797000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.306122 	0.000000 	0.144000 	0.000000 	0.059000 	0.000000 	0.797000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.326531 	0.000000 	0.137000 	0.000000 	0.066000 	0.000000 	0.797000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.346939 	0.000000 	0.125000 	0.000000 	0.077000 	0.000000 	0.798000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.367347 	0.000000 	0.145000 	0.000000 	0.066000 	0.000000 	0.789000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.387755 	0.000000 	0.141000 	0.000000 	0.078000 	0.000000 	0.781000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.408163 	0.000000 	0.137000 	0.000000 	0.065000 	0.000000 	0.798000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.428571 	0.000000 	0.140000 	0.000000 	0.073000 	0.000000 	0.787000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.448980 	0.000000 	0.142000 	0.000000 	0.058000 	0.000000 	0.800000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.469388 	0.000000 	0.136000 	0.000000 	0.067000 	0.000000 	0.797000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.489796 	0.000000 	0.123000 	0.000000 	0.069000 	0.000000 	0.808000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.510204 	0.000000 	0.130000 	0.000000 	0.063000 	0.000000 	0.807000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.530612 	0.000000 	0.142000 	0.000000 	0.061000 	0.000000 	0.797000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.551020 	0.000000 	0.145000 	0.000000 	0.070000 	0.000000 	0.785000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.571429 	0.000000 	0.145000 	0.000000 	0.063000 	0.000000 	0.792000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.591837 	0.000000 	0.137000 	0.000000 	0.064000 	0.000000 	0.799000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.612245 	0.000000 	0.135000 	0.000000 	0.070000 	0.000000 	0.795000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.632653 	0.000000 	0.140000 	0.000000 	0.062000 	0.000000 	0.798000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.653061 	0.000000 	0.141000 	0.000000 	0.065000 	0.000000 	0.794000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.673469 	0.000000 	0.125000 	0.000000 	0.057000 	0.000000 	0.818000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.693878 	0.000000 	0.139000 	0.000000 	0.071000 	0.000000 	0.790000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.714286 	0.000000 	0.136000 	0.000000 	0.063000 	0.000000 	0.801000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.734694 	0.000000 	0.146000 	0.000000 	0.068000 	0.000000 	0.786000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
0.000000 	0.000000 	0.990000 	0.755102 	0.000000 	0.129000 	0.000000 	0.070000 	0.000000 	0.801000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000
