0.100000 	0.000000 	0.990000 	0.000000 	0.100000 	0.143000 	0.000000 	0.724020 	0.000780 	0.066560 	0.000118 	0.000000 	0.000000 	0.066420 	0.000765
0.100000 	0.000000 	0.990000 	0.111111 	0.100000 	0.142000 	0.000000 	0.674030 	0.001026 	0.116650 	0.000618 	0.000000 	0.000000 	0.067320 	0.000866
0.100000 	0.000000 	0.990000 	0.222222 	0.100000 	0.166000 	0.000000 	0.351410 	0.001258 	0.414930 	0.001246 	0.000000 	0.000000 	0.067660 	0.000834
0.100000 	0.000000 	0.990000 	0.333333 	0.100000 	0.160000 	0.000000 	0.250950 	0.001257 	0.522090 	0.001324 	0.000000 	0.000000 	0.066960 	0.000785
0.100000 	0.000000 	0.990000 	0.444444 	0.100000 	0.140000 	0.000000 	0.220400 	0.001283 	0.572550 	0.001509 	0.000000 	0.000000 	0.067050 	0.000755
0.100000 	0.000000 	0.990000 	0.555556 	0.100000 	0.148000 	0.000000 	0.189300 	0.001080 	0.596270 	0.001199 	0.000000 	0.000000 	0.066430 	0.000792
0.100000 	0.000000 	0.990000 	0.666667 	0.100000 	0.140000 	0.000000 	0.171090 	0.000824 	0.621450 	0.000974 	0.000000 	0.000000 	0.067460 	0.000750
0.100000 	0.000000 	0.990000 	0.777778 	0.100000 	0.141000 	0.000000 	0.145460 	0.000933 	0.645650 	0.001215 	0.000000 	0.000000 	0.067890 	0.000839
0.100000 	0.000000 	0.990000 	0.888889 	0.100000 	0.128000 	0.000000 	0.155660 	0.000816 	0.649500 	0.001187 	0.000000 	0.000000 	0.066840 	0.000932
0.100000 	0.000000 	0.990000 	1.000000 	0.100000 	0.142000 	0.000000 	0.126940 	0.000697 	0.663540 	0.000985 	0.000000 	0.000000 	0.067520 	0.000689

0.100000 	0.111111 	0.990000 	0.000000 	0.100000 	0.123000 	0.000000 	0.721950 	0.000694 	0.086240 	0.000049 	0.000000 	0.000000 	0.068810 	0.000689
0.100000 	0.111111 	0.990000 	0.111111 	0.100000 	0.134250 	0.000052 	0.656910 	0.000788 	0.142200 	0.000587 	0.000000 	0.000000 	0.066640 	0.000700
0.100000 	0.111111 	0.990000 	0.222222 	0.100000 	0.148420 	0.000123 	0.364220 	0.001419 	0.420790 	0.001427 	0.000000 	0.000000 	0.066570 	0.000771
0.100000 	0.111111 	0.990000 	0.333333 	0.100000 	0.137320 	0.000116 	0.265970 	0.001281 	0.530300 	0.001285 	0.000000 	0.000000 	0.066410 	0.000754
0.100000 	0.111111 	0.990000 	0.444444 	0.100000 	0.134660 	0.000133 	0.230320 	0.001034 	0.568520 	0.001339 	0.000000 	0.000000 	0.066500 	0.000791
