    25 	0.522000 	0.235000 	0.243000 	0.000000 	0.000000
    26 	0.530000 	0.229000 	0.241000 	0.000000 	0.000000
    27 	0.533000 	0.238000 	0.229000 	0.000000 	0.000000
    28 	0.542000 	0.215000 	0.243000 	0.000000 	0.000000
    29 	0.547000 	0.252000 	0.201000 	0.000000 	0.000000
    30 	0.522000 	0.235000 	0.243000 	0.000000 	0.000000
    31 	0.536000 	0.230000 	0.234000 	0.000000 	0.000000
    32 	0.546000 	0.230000 	0.224000 	0.000000 	0.000000
    33 	0.505000 	0.246000 	0.249000 	0.000000 	0.000000
    34 	0.531000 	0.228000 	0.241000 	0.000000 	0.000000
    35 	0.530000 	0.239000 	0.231000 	0.000000 	0.000000
    36 	0.513000 	0.252000 	0.235000 	0.000000 	0.000000
    37 	0.519000 	0.240000 	0.241000 	0.000000 	0.000000
    38 	0.555000 	0.219000 	0.226000 	0.000000 	0.000000
    39 	0.549000 	0.214000 	0.237000 	0.000000 	0.000000
    40 	0.551000 	0.233000 	0.216000 	0.000000 	0.000000
    41 	0.563000 	0.217000 	0.220000 	0.000000 	0.000000
    42 	0.557000 	0.220000 	0.223000 	0.000000 	0.000000
    43 	0.526000 	0.244000 	0.230000 	0.000000 	0.000000
    44 	0.531000 	0.221000 	0.248000 	0.000000 	0.000000
    45 	0.541000 	0.228000 	0.231000 	0.000000 	0.000000
    46 	0.539000 	0.235000 	0.226000 	0.000000 	0.000000
    47 	0.530000 	0.232000 	0.238000 	0.000000 	0.000000
    48 	0.522000 	0.239000 	0.239000 	0.000000 	0.000000
    49 	0.524000 	0.219000 	0.257000 	0.000000 	0.000000
    50 	0.549000 	0.204000 	0.247000 	0.000000 	0.000000
    51 	0.512000 	0.252000 	0.236000 	0.000000 	0.000000
    52 	0.542000 	0.227000 	0.231000 	0.000000 	0.000000
    53 	0.538000 	0.233000 	0.229000 	0.000000 	0.000000
    54 	0.516000 	0.241000 	0.243000 	0.000000 	0.000000
    55 	0.516000 	0.252000 	0.232000 	0.000000 	0.000000
    56 	0.543000 	0.240000 	0.217000 	0.000000 	0.000000
    57 	0.531000 	0.227000 	0.242000 	0.000000 	0.000000
    58 	0.544000 	0.226000 	0.230000 	0.000000 	0.000000
    59 	0.528000 	0.232000 	0.240000 	0.000000 	0.000000
    60 	0.549000 	0.221000 	0.230000 	0.000000 	0.000000
    61 	0.535000 	0.220000 	0.245000 	0.000000 	0.000000
    62 	0.501000 	0.242000 	0.257000 	0.000000 	0.000000
    63 	0.526000 	0.233000 	0.241000 	0.000000 	0.000000
    64 	0.544000 	0.224000 	0.232000 	0.000000 	0.000000
    65 	0.517000 	0.246000 	0.237000 	0.000000 	0.000000
    66 	0.525000 	0.221000 	0.254000 	0.000000 	0.000000
    67 	0.510000 	0.252000 	0.238000 	0.000000 	0.000000
    68 	0.512000 	0.234000 	0.254000 	0.000000 	0.000000
    69 	0.504000 	0.232000 	0.264000 	0.000000 	0.000000
    70 	0.534000 	0.236000 	0.230000 	0.000000 	0.000000
    71 	0.514000 	0.258000 	0.228000 	0.000000 	0.000000
